model,val loss,val F1,val IoU,val precision,val recall,test loss,test F1,test IoU,test precision,test recall,is best val loss,is best val F1,is best val IoU,is best val precision,is best val recall,is best test loss,is best test F1,is best test IoU,is best test precision,is best test recall
IPAD1_L1_3%,0.6136161088943481,0.3822780491829231,0.23630639924854985,0.26203134182024646,0.7064857948750703,0.5559974908828735,0.44664186781889265,0.2875330927013927,0.32678613520531963,0.7053403848702634,False,False,False,False,True,False,False,False,False,True
IPAD2_L2_75%,0.4877341091632843,0.5186654517417818,0.35013390618050366,0.5045282144088581,0.5336177998281663,0.4375988245010376,0.5625707193417948,0.39137279789110124,0.5774700514561227,0.5484208861165385,False,False,False,False,False,False,False,False,False,False
IPAD2_L2_50%,0.48638343811035156,0.5168924922814327,0.34851990809254113,0.504102839282287,0.530348014743908,0.45658808946609497,0.543729734765429,0.37337144604669015,0.5802409264611744,0.5115414049774046,False,False,False,False,False,False,False,False,False,False
IPAD2_L2_25%,0.50189408659935,0.5002842075346576,0.3335860101281282,0.5526595784442955,0.45697667470892317,0.45178085565567017,0.5485302811509648,0.37791369260250923,0.6329745295943188,0.48396516415345214,False,False,False,False,False,False,False,False,False,False
IPAD2_L2_3%,0.5886842012405396,0.4072327780825241,0.2556762673658433,0.3059456616167735,0.6087754685764794,0.5150002241134644,0.48654897609871234,0.32148313253276883,0.39819866914975877,0.6252837787573162,False,False,False,False,False,False,False,False,False,False
IPAD1_75%,0.49738582968711853,0.5092236241076689,0.34158283719975363,0.5423164139074236,0.4799372827612068,0.45797163248062134,0.5426620830371864,0.37236530849902627,0.6243984667508582,0.47984796726764345,False,False,False,False,False,False,False,False,False,False
IPAD1_50%,0.49350929260253906,0.5093786408376767,0.34172235471248674,0.5177229357641993,0.5012990545025992,0.43643367290496826,0.5644656154679406,0.39320940100779206,0.600558403294483,0.5324651449142144,False,False,False,False,False,False,False,False,False,False
IPAD1_25%,0.48589804768562317,0.517083399086065,0.3486935130184542,0.4362863484607899,0.6346082129913692,0.4308964014053345,0.5700658616074467,0.39866581704824583,0.5109576367967847,0.644638451968174,False,False,False,False,False,False,False,False,False,False
IPAD1_3%,0.5984634160995483,0.40136363969370203,0.2510662522506375,0.3317521705664196,0.507945763186794,0.5129382014274597,0.49244645552810495,0.3266527131549492,0.44162603612131823,0.5564842644411857,False,False,False,False,False,False,False,False,False,False
IPAD2_75%,0.6387658417224884,0.0,0.0,0.0,0.0,0.6079056262969971,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False
IPAD2_50%,0.650273859500885,0.0,0.0,0.0,0.0,0.611929714679718,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False
IPAD2_25%,0.6488454937934875,0.0,0.0,0.0,0.0,0.6143510937690735,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False
IPAD2_3%,0.7839057147502899,0.0,0.0,0.0,0.0,0.728628396987915,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False
L1_75%,0.49659857153892517,0.5090233687838768,0.34140264718212854,0.5554010176765893,0.46979414982497275,0.47459501028060913,0.5257824097532905,0.3566518356800376,0.6500264430341492,0.44141224556108033,False,False,False,True,False,False,False,False,True,False
L1_50%,0.47506099939346313,0.5301572679795856,0.3606897911117625,0.48257499556239275,0.5881492439523398,0.42681920528411865,0.5735219090187008,0.40205448134444544,0.5389891696750903,0.6127825495837912,False,True,True,False,False,False,False,False,False,False
L1_25%,0.4731123745441437,0.5296992121123972,0.3602658833322275,0.4650080424278945,0.61529855589643,0.42017364501953125,0.5799550572447485,0.408406128414138,0.538853316209522,0.6278447350756957,True,False,False,False,False,True,True,True,False,False
L1_3%,0.5661454200744629,0.4453098873259637,0.28642999894045734,0.3397306309761377,0.6461008791539354,0.4947807788848877,0.524335714484527,0.3553218165074504,0.4248763505911822,0.6845919357665982,False,False,False,False,False,False,False,False,False,False
L2_75%,0.4786568582057953,0.5263161106963173,0.3571431529627446,0.5197706400821324,0.5330285379919357,0.4427644610404968,0.5575645372181016,0.38654383617467086,0.6077450080214714,0.5150386708679462,False,False,False,False,False,False,False,False,False,False
L2_50%,0.48069754242897034,0.5249518374977739,0.3558879301996904,0.46768514073821116,0.5981996608653908,0.4353073835372925,0.5649110851569624,0.3936418707678119,0.5237149242612367,0.6131416820224287,False,False,False,False,False,False,False,False,False,False
L2_25%,0.4821818172931671,0.5207248613157143,0.35201352858459,0.4609619811096119,0.5982923768885738,0.4226135015487671,0.5776215362634884,0.4060955301208004,0.5154625339296679,0.6568275779509785,False,False,False,False,False,False,False,False,False,False
L2_3%,0.5410358011722565,0.45956527781549467,0.29833479549446973,0.37525125054619685,0.592747958702223,0.4719754457473755,0.5308166382046163,0.361300469368196,0.4593681750438203,0.628584376883842,False,False,False,False,False,False,False,False,False,False
